結婚,けっこん,marriage
日,にち,day
自転車,じてんしゃ,bicycle
自分,じぶん,"self, oneself"
ご主人,ごしゅじん,(your) husband
終わる,おわる,"finish, end"
火曜日,かようび,Tuesday
違う,ちがう,"differ, be wrong"
答える,こたえる,"answer, reply"
別,べつ,"another, different"
なる,なる,become
ため,ため,"sake, purpose"
白い,しろい,"white, blank"
閉じる,とじる,close
出す,だす,take out
仕事,しごと,"work, job"
今月,こんげつ,this month
少し,すこし,"a bit, a little while"
酒,さけ,"alcoholic drink, Japanese rice wine"
飲む,のむ,drink
大人,おとな,adult
水,みず,water
一杯,いっぱい,full
気,き,"spirit, temperament"
分かる,わかる,understand
遊ぶ,あそぶ,play
飛行機,ひこうき,airplane
お願い,おねがい,favor
続く,つづく,"continue, follow"
首,くび,neck
頭,あたま,head
痛い,いたい,painful
探す,さがす,"search for, look for"
お手洗い,おてあらい,"toilet, bathroom"
冷たい,つめたい,"cold (things, touch)"
汚い,きたない,dirty
太い,ふとい,"thick, fat"
九,きゅう,nine
弟,おとうと,younger brother
神,かみ,"god, spirit"
建てる,たてる,"build, erect"
大きい,おおきい,big
同じ,おなじ,"same, identical"
どこ,どこ,where
置く,おく,"put, leave"
あそこ,あそこ,over there
辺,へん,"vicinity, part"
黄色い,きいろい,yellow
する,する,"do, make"
やる,やる,do
一緒に,いっしょに,"together, at the same time"
来年,らいねん,next year
緑,みどり,"green, foliage"
易しい,やさしい,"easy, simple"
留学生,りゅうがくせい,student studying abroad
戻る,もどる,"return, turn back"
起きる,おきる,"get up, get out of bed"
起こる,おこる,happen
起こす,おこす,wake up
起きる,おきる,occur
寝る,ねる,"sleep, go to sleep"
多分,たぶん,"probably, perhaps"
座る,すわる,"sit, sit down"
本,ほん,"book, volume"
細い,ほそい,"thin, slender, narrow"
日記,にっき,diary
時々,ときどき,sometimes
締める,しめる,"tighten, fasten"
甘い,あまい,sweet
辛い,からい,"spicy, salty"
変える,かえる,change
決まる,きまる,be decided
優しい,やさしい,"gentle, kind"
人,ひと,person
夫,おっと,husband
知る,しる,know
誰,だれ,"who, whom"
親,おや,parent
愛する,あいする,"love, care for"
くれる,くれる,be given
二十日,はつか,"20 days, 20th of the month"
妻,つま,wife
五日,いつか,"five days, 5th of the month"
どうして,どうして,why
見える,みえる,be visible
兄,あに,older brother
酸っぱい,すっぱい,sour
小さい,ちいさい,small
言葉,ことば,"word, language"
おいしい,おいしい,tasty
呼ぶ,よぶ,"call, name"
胸,むね,chest
腰,こし,"hip, lower back"
載せる,のせる,"place, put on"
低い,ひくい,"low, short"
一番,いちばん,most
背,せ,"height, stature"
円,えん,circle
覚える,おぼえる,"memorize, learn"
片仮名,かたかな,katakana
平仮名,ひらがな,hiragana
悲しい,かなしい,sad
美しい,うつくしい,beautiful
食べ物,たべもの,food
言う,いう,"say, tell"
彼,かれ,"he, one's boyfriend"
授業,じゅぎょう,"class, lesson"
お母さん,おかあさん,mother
手伝う,てつだう,"help, assist"
飛ぶ,とぶ,fly
歌う,うたう,sing
死ぬ,しぬ,die
大好き,だいすき,love
子供,こども,"child, kid"
狭い,せまい,"narrow, restricted"
触る,さわる,"touch, feel"
嫌い,きらい,dislike
七日,なのか,"seven days, 7th of the month"
有る,ある,"exist, possess"
浴びる,あびる,take (a shower)
生きる,いきる,live (one's life)
長い,ながい,long
髪の毛,かみのけ,hair
鼻,はな,nose
腕,うで,arm
四つ,よっつ,four (things)
みんな,みんな,"all, everybody"
笑う,わらう,"laugh, smile"
紙,かみ,paper
下,した,"under, below"
入れる,いれる,put in
よう,よう,"way, like, kind"
掛ける,かける,"hang, put on"
肩,かた,shoulder
僕,ぼく,I (young male)
曇る,くもる,become cloudy
駄目,だめ,no good
上る,のぼる,go up
落ちる,おちる,"fall, sink"
体,からだ,"body, health"
大丈夫,だいじょうぶ,"alright, OK"
病気,びょうき,illness
百,ひゃく,hundred
風邪,かぜ,cold (illness)
五つ,いつつ,five (things)
顔,かお,face
軽い,かるい,"light, light weight"
茶色,ちゃいろ,light brown
欲しい,ほしい,"want, desire"
万,まん,ten thousand
奇麗,きれい,beautiful
渇く,かわく,be thirsty
嬉しい,うれしい,"happy, glad"
感じる,かんじる,"feel, sense"
なる,なる,become
りんご,りんご,apple
ほとんど,ほとんど,"almost, hardly"
十分,じゅうぶん,"full, plentiful"
分,ぶん,"amount, part, share"
スポーツ,スポーツ,sport
今まで,いままで,"until now, so far"
ごみ,ごみ,"rubbish, trash"
なぜ,なぜ,"why, for what reason"
いつでも,いつでも,"always, at all times"
バス,バス,bus
ピクニック,ピクニック,picnic
あちら,あちら,way over there
少年,しょうねん,boy
きつい,きつい,"tight, difficult"
キャッシュカード,キャッシュカード,cash card
あんなに,あんなに,"that, so"
カップ,カップ,cup
ノック,ノック,knock
クリーニング,クリーニング,"cleaning, laundry"
あなた,あなた,you
ようこそ,ようこそ,welcome
しばらく,しばらく,"awhile, long time, for the time being"
出口,でぐち,"exit, exit ramp"
大分,だいぶ,"very, greatly"
ハンカチ,ハンカチ,handkerchief
先週,せんしゅう,last week
男の子,おとこのこ,"boy, baby boy"
おしゃれ,おしゃれ,"dressing up smartly, trendy"
カレーライス,カレーライス,curried rice
いたずら,いたずら,"mischief, prank"
石,いし,"stone, small rock"
林,はやし,"woods, grove"
ぶどう,ぶどう,grapes
オレンジ,オレンジ,orange
トマト,トマト,tomato
アナウンサー,アナウンサー,"news reader, announcer"
ボーイフレンド,ボーイフレンド,boyfriend
ぺこぺこ,ぺこぺこ,"hungry, starving"
シャープペンシル,シャープペンシル,mechanical pencil
てんぷら,てんぷら,"tempura, Japanese deep-fried breaded food"
キャンプ,キャンプ,"camping, camp"
家,いえ,"house, home"
空気,くうき,"air, atmosphere"
人気,にんき,"popularity, temperament of the people, business conditions"
山,やま,mountain
青い,あおい,blue
晴れ,はれ,"fine weather, clear sky"
又,また,"again, also, or"
ハイキング,ハイキング,hiking
暗い,くらい,"dark, dreary, shadowy"
東,ひがし,"east, eastern"
北,きた,north
向こう,むこう,"the other side, the other party, opponent"
向く,むく,"turn, face, look"
入り口,いりぐち,entrance
パーティー,パーティー,party
ページ,ページ,page
ノート,ノート,"note book, laptop"
ふすま,ふすま,"sliding door, fusuma"
スーツ,スーツ,suit
初め,はじめ,beginning
明後日,あさって,day after tomorrow
半年,はんとし,half a year
半月,はんつき,half a month
カーテン,カーテン,curtain
毎朝,まいあさ,every morning
サンドイッチ,サンドイッチ,sandwich
今夜,こんや,"tonight, this evening"
ピンポン,ピンポン,"table tennis, ping pong"
クリスマス,クリスマス,Christmas
バナナ,バナナ,banana
バター,バター,butter
サラダ,サラダ,salad
ラーメン,ラーメン,ramen (Chinese noodles)
うどん,うどん,"noodles, Japanese wheat noodles"
スプーン,スプーン,spoon
そば,そば,"buckwheat noodles, soba"
ごちそうする,ごちそうする,treat
夕食,ゆうしょく,supper
ワイン,ワイン,wine
コーヒー,コーヒー,coffee
パン,パン,bread
ハンバーガー,ハンバーガー,hamburger
おかず,おかず,side dish
足りる,たりる,"suffice, serve, be satisfied"
ラケット,ラケット,racket
インク,インク,ink
テレビ,テレビ,television
最初,さいしょ,"first, outset"
はっきり,はっきり,clearly
ニュース,ニュース,news
休日,きゅうじつ,"holiday, day off"
ドラマ,ドラマ,"drama, theater, soap opera"
パスポート,パスポート,passport
花見,はなみ,flower viewing
言い方,いいかた,"way of speaking, expression"
ゆっくり,ゆっくり,slowly
テキスト,テキスト,"textbook, text, text file"
語る,かたる,"tell, talk"
子,こ,"child, kid"
英語,えいご,English
右手,みぎて,right hand
字,じ,"character, letter"
覚める,さめる,"awake, wake up"
覚ます,さます,"awaken, wake up"
いずれ,いずれ,"eventually, sometime"
おじさん,おじさん,uncle
話し合う,はなしあう,"discuss, talk over"
行う,おこなう,"do, carry out"
向かう,むかう,"face, confront, head toward"
明日,あした,tomorrow
仕方,しかた,"way, method"
休み,やすみ,"rest, holiday, absence"
帰り,かえり,"return, going home"
大事,だいじ,importance
半日,はんにち,half a day
まま,まま,"as is, still (in the current state)"
電話,でんわ,"telephone, phone call"
電気,でんき,"electricity, electric light"
夜中,よなか,"midnight, dead of night"
開く,あく,open
ホーム,ホーム,platform
上り,のぼり,"going up, ascent"
駅員,えきいん,station employee
一方,いっぽう,one way
通り,とおり,"passage, street"
通う,かよう,"go to and from, frequent a place"
ゼロ,ゼロ,zero
車,くるま,car
通る,とおる,"pass, take, go through"
道路,どうろ,"road, street"
地図,ちず,"map, atlas"
なお,なお,"still, in addition"
つもり,つもり,"intention, purpose"
止める,とめる,"stop, turn off"
止まる,とまる,"come to a stop, cease"
止む,やむ,"stop, abate"
森,もり,"thick woods, forest"
歩道,ほどう,"sidewalk, footpath"
川,かわ,"river, stream"
今度,こんど,"this time, next time"
そんなに,そんなに,"that, so"
ガソリンスタンド,ガソリンスタンド,gas station
社長,しゃちょう,president (of a company)
長さ,ながさ,length
海,うみ,"sea, ocean"
全く,まったく,"entirely, truly, indeed"
七,しち,seven
人口,じんこう,population
億,おく,hundred million
黒,くろ,black
ミルク,ミルク,"milk, baby milk"
銀行,ぎんこう,bank
牛肉,ぎゅうにく,beef
グラム,グラム,gram
魚,さかな,fish
野菜,やさい,vegetable
本屋,ほんや,"bookstore, bookseller"
八百屋,やおや,"vegetable store, greengrocer"
そっち,そっち,"there, thou"
そば屋,そばや,soba restaurant
たばこ屋,たばこや,"cigarette shop, tobacco store"
つく,つく,"be on, switched on"
茶,ちゃ,tea (plain form)
お茶,おちゃ,tea (polite)
茶わん,ちゃわん,"tea cup, rice bowl"
週末,しゅうまつ,weekend
レストラン,レストラン,restaurant
無理,むり,"unreasonable, impossible, forced"
無くなる,なくなる,"disappear, run short, get lost"
作文,さくぶん,"composition, essay"
ジャム,ジャム,jam
ジャガイモ,ジャガイモ,potato
ストーブ,ストーブ,"paraffin heater, stove"
交通費,こうつうひ,"traveling expense, transportation cost"
火,ひ,fire
売り場,うりば,"sales floor, department"
サービス,サービス,"service, on the house"
何度,なんど,"how many degrees, how many times"
商品,しょうひん,"goods, commodities"
上がる,あがる,"go up, rise"
ビル,ビル,building
エスカレーター,エスカレーター,escalator
階段,かいだん,"steps, flight of stairs"
下りる,おりる,"go down, come down"
値段,ねだん,price
ちょうど,ちょうど,"just, as if"
価格,かかく,"price, cost"
最後,さいご,"last, final"
売れる,うれる,"sell, be in demand"
夏休み,なつやすみ,summer vacation
プール,プール,pool
日,ひ,"sun, sunlight, day"
スキー,スキー,"ski, skiing"
四季,しき,the four seasons
クーラー,クーラー,"air conditioning, cooler"
アイス,アイス,"popsicle, ice lolly"
外,そと,"outside, open air"
熱,ねつ,"heat, fever"
下がる,さがる,"come down, hang down, fall"
ウール,ウール,wool
暖める,あたためる,"warm, warm up, heat up"
暖まる,あたたまる,get warm
達する,たっする,"attain, reach"
温度,おんど,temperature
気温,きおん,temperature
台風,たいふう,typhoon
事情,じじょう,"circumstances, conditions"
コンピューター,コンピューター,computer
コート,コート,court
新年,しんねん,New Year
寺,てら,buddhist temple
カセットテープ,カセットテープ,cassette tape
台,だい,"stand, platform"
少しも,すこしも,at all
安心,あんしん,"peace of mind, relief"
ハンドバッグ,ハンドバッグ,handbag
ライター,ライター,lighter
考え,かんがえ,"thought, view, idea"
解決,かいけつ,"solution, settlement"
つまり,つまり,"in short, basically"
女の子,おんなのこ,"girl, daughter"
可能,かのう,"possible, potential"
不便,ふべん,inconvenient
郵便屋さん,ゆうびんやさん,mailman
あっち,あっち,"other side, there"
火事,かじ,fire
交番,こうばん,police box
番号,ばんごう,"number, serial number"
近所,きんじょ,neighborhood
住所,じゅうしょ,"one's dwelling, address"
ぶらぶら,ぶらぶら,"wander aimlessly, hang about"
便所,べんじょ,"lavatory, bathroom"
ボールペン,ボールペン,ballpoint pen
名字,みょうじ,"surname, family name"
ローマ字,ろーまじ,Roman alphabet
氏名,しめい,name
外人,がいじん,"foreigner, alien"
南,みなみ,south
初めて,はじめて,for the first time
水道,すいどう,"water service, channel"
都市,とし,"cities, urban community"
都合,つごう,circumstances
朝御飯,あさごはん,breakfast
心配,しんぱい,"anxiety, worry, good offices"
見送り,みおくり,seeing someone off
コース,コース,"course, route"
メモ,メモ,"memorandum, memo pad"
取れる,とれる,"come off, be removed"
ティッシュ,ティッシュ,tissue
いつごろ,いつごろ,"about when, about what time"
書き取る,かきとる,"write down, note down"
なかなか,なかなか,"not at all, hardly"
郵便,ゆうびん,"mail service, postal matter"
そのまま,そのまま,"like that, unchanged"
持つ,もつ,"maintain, last long"
バッグ,バッグ,bag
マッチ,マッチ,"match, matchbox"
ビデオテープ,ビデオテープ,videotape
持って行く,もっていく,take
持って来る,もってくる,bring
ソファー,ソファー,"sofa, sofa bed"
投げる,なげる,"throw, abandon"
女性,じょせい,"woman, female"
生産,せいさん,production
有名,ゆうめい,famous
生徒,せいと,"pupil, student"
グループ,グループ,group
来月,らいげつ,next month
見学,けんがく,"observation tour, study tour, field trip"
通学,つうがく,"attending school, going to school"
ビザ,ビザ,visa
可,か,"permitted, OK"
小学校,しょうがっこう,elementary school
クラス,クラス,class
校長,こうちょう,"principal, schoolmaster"
休校,きゅうこう,temporary closure of school
忘れ物,わすれもの,"something left behind, lost item"
場所,ばしょ,"place, space"
読み方,よみかた,"way of reading, reading"
育つ,そだつ,"be brought up, grow"
ソフト,ソフト,"software, programme"
風,かぜ,wind
ウィスキー,ウィスキー,whisky
取引,とりひき,"transaction, dealings"
ボタン,ボタン,button
押さえる,おさえる,hold down
ピアノ,ピアノ,piano
慣れる,なれる,grow accustomed to
習慣,しゅうかん,"custom, habit"
何,なん,"what, which"
問題,もんだい,"problem, question"
最近,さいきん,"late, recent"
社会,しゃかい,society
部分,ぶぶん,"part, section"
これら,これら,these
簡単,かんたん,"simple, easy"
複雑,ふくざつ,"complicated, intricate"
人間,にんげん,"human being, people"
外国語,がいこくご,foreign language
数える,かぞえる,"count, calculate"
回す,まわす,"turn, rotate"
担当,たんとう,person in charge
本当,ほんとう,"truth, reality"
方法,ほうほう,"method, procedure"
法律,ほうりつ,law
経験,けいけん,experience
経つ,たつ,"pass, elapse"
経済,けいざい,"economy, economics"
工業,こうぎょう,"industry, manufacturing industry"
便利,べんり,"convenience, handiness"
製造,せいぞう,"production, manufacture"
必要,ひつよう,"need, necessity"
作業,さぎょう,"work, operation"
協力,きょうりょく,"cooperation, collaboration"
シャツ,シャツ,shirt
重さ,おもさ,weight
割り算,わりざん,division
残る,のこる,"remain, be left over"
ペン,ペン,pen
貸し出す,かしだす,"lend, lend out"
消しゴム,けしごむ,eraser
混む・込む,こむ・こむ,"be crowded, be congested"
期待,きたい,"expectation, anticipation"
期間,きかん,"term, period"
時期,じき,"time, season"
限る,かぎる,be limited to
急ぐ,いそぐ,"hurry, hasten"
急に,きゅうに,"suddenly, unexpectedly"
急行,きゅうこう,"express train, going in a hurry"
思い出す,おもいだす,"recollect, recall"
切れる,きれる,"run out, expire, can cut"
郵便局,ゆうびんきょく,post office
ナイフ,ナイフ,knife
切手,きって,postage stamp
チーズ,チーズ,cheese
売り切れ,うりきれ,"sellout, sold out"
切符,きっぷ,ticket
入場券,にゅうじょうけん,entrance ticket
家賃,やちん,rent
時代,じだい,"age, antiquity"
定期券,ていきけん,commuter's pass
予定,よてい,"schedule, plan"
天気予報,てんきよほう,weather forecast
カレンダー,カレンダー,calendar
予習,よしゅう,"preparation, previewing (a lesson)"
九,く,nine
予約,よやく,"reservation, subscription"
チャンネル,チャンネル,channel
変化,へんか,change
強化,きょうか,strengthening
文化,ぶんか,culture
増える,ふえる,"increase, accrue"
外国人,がいこくじん,foreigner
減る,へる,"decrease, diminish"
減らす,へらす,"decrease, reduce"
雨,あめ,rain
雪,ゆき,"snow, snowfall"
もし,もし,"if, in case of"
エレベーター,エレベーター,elevator
きっと,きっと,"surely, certainly"
ざあざあ,ざあざあ,"heavily, pouring"
ホテル,ホテル,hotel
必ず,かならず,"without fail, certainly"
夕方,ゆうがた,evening
コート,コート,"coat, jacket"
パジャマ,パジャマ,pajamas
そちら,そちら,"there, that way"
レインコート,レインコート,raincoat
上着,うわぎ,"coat, jacket"
役に立つ,やくにたつ,"be useful, be helpful"
席,せき,"seat, one's place"
空く,あく,become available or vacant
代える,かえる,"substitute, use in place of"
全国,ぜんこく,the whole country
降りる,おりる,"get off, land"
次男,じなん,second son
次女,じじょ,second daughter
方,かた,person　（polite form)
運ぶ,はこぶ,"carry, transport"
ウェーター,ウェーター,waiter
打つ,うつ,"hit, strike"
トラック,トラック,"truck, lorry"
動物,どうぶつ,animal
早く,はやく,"early, soon"
速達,そくたつ,"special delivery, express mail"
開始,かいし,beginning
制度,せいど,"system, organization"
株,かぶ,"stocks, shares"
テスト,テスト,"test, exam"
そろそろ,そろそろ,"soon, quietly"
車道,しゃどう,"road, roadway"
始めに,はじめに,"in the beginning, early in"
ほぼ,ほぼ,"almost, nearly"
やっと,やっと,"at last, finally"
現在,げんざい,"the present, present time"
実施,じっし,"enforcement, implementation"
事実,じじつ,"fact, truth"
通過,つうか,"passing, passage"
過ぎる,すぎる,"pass by, exceed"
過去,かこ,the past
発生,はっせい,"occurrence, happening"
出発,しゅっぱつ,"departure, starting"
発車,はっしゃ,"start, leave"
下り,くだり,"downhill, going down"
表,おもて,"front side, face, outside"
表,ひょう,"table, list"
手紙,てがみ,letter
ポスト,ポスト,"post box, letter box"
返事,へんじ,"answer, reply"
作品,さくひん,"work of art, piece"
雑誌,ざっし,"magazine, journal"
売店,ばいてん,"booth, store"
音,おと,"sound, noise"
工事,こうじ,construction
下げる,さげる,"lower, turn down"
びっくりする,びっくりする,surprised
うるさい,うるさい,"noisy, annoying, pesky"
変,へん,"strange, weird, funny"
音,おと,"sound, speech sound, Chinese pronunciation of a character"
生活,せいかつ,"life, living"
音楽,おんがく,music
段々,だんだん,"gradually, one after another"
薬,くすり,"drug, remedy, chemical"
歌,うた,song
歌手,かしゅ,singer
下手,へた,not good at
欲しがる,ほしがる,"desire, wish for, covet"
一部,いちぶ,part
絵,え,"picture, painting, drawing"
一人で,ひとりで,by oneself
話,はなし,"talk, story"
面白い,おもしろい,"interesting, amusing"
全然,ぜんぜん,"wholly, at all"
こんなに,こんなに,"this, so, such"
写る,うつる,"be taken, be seen through"
写真,しゃしん,photograph
真ん中,まんなか,"center, middle"
真っ白,まっしろ,pure-white
真っ暗,まっくら,pitch-dark
真っ黒,まっくろ,"deep-black, jet-black"
真っ青,まっさお,"deep-blue, pale (skin)"
空,そら,"sky, weather"
品物,しなもの,"article, thing"
青,あお,"blue, green, green light"
どっち,どっち,which
白,しろ,white
大型,おおがた,"large, large scale"
重要,じゅうよう,"important, essential"
種類,しゅるい,"kind, species"
直す,なおす,"repair, cure, alter"
真っ直ぐ,まっすぐ,"dead straight, honestly"
売り切れる,うりきれる,"be sold out, go out of stock"
三角,さんかく,triangle
四角,しかく,"square, quadrilateral"
四角い,しかくい,"square, four-sided"
曲,きょく,"song, melody, tune"
曲げる,まげる,"bend, curve"
交差点,こうさてん,"crossing, intersection"
角,かど,"corner, edge, angle"
四つ角,よつかど,"street corner, intersection"
曲がり角,まがりかど,corner
計算,けいさん,calculation
年度,ねんど,"year, school year"
間違い,まちがい,"mistake, error"
間違える,まちがえる,"mistake, confuse"
間違う,まちがう,"be mistaken, be incorrect"
世界,せかい,world
多く,おおく,"much, largely"
毎年,まいとし,every year
フィルム,フィルム,film
思い出,おもいで,"recollections, memory"
一昨年,おととし,the year before last
やっぱり,やっぱり,"just as I thought, after all"
利用,りよう,"utilization, usage"
返す,かえす,"return, repay"
がらがら,がらがら,empty
旅館,りょかん,Japanese inn
泊める,とめる,"lodge, give shelter"
トランプ,トランプ,"(a pack of) cards, (playing) cards"
おばさん,おばさん,aunt
ドル,ドル,dollar
洋服,ようふく,clothes
教室,きょうしつ,"classroom, class"
図書室,としょしつ,library
販売,はんばい,"sale, selling"
窓,まど,"window, windowpane"
土地,とち,land
届く,とどく,"reach, be received"
ずっと,ずっと,"all day, from start to finish"
運転,うんてん,drive
サラリーマン,サラリーマン,"office worker, salaried worker, company employee"
ネクタイ,ネクタイ,"tie, necktie"
ひげ,ひげ,"moustache, beard"
あくび,あくび,yawn
不動産屋,ふどうさんや,"real estate agent, realtor"
外国,がいこく,foreign country
買い物,かいもの,"shopping, purchase"
台所,だいどころ,kitchen
毎週,まいしゅう,every week
読み,よみ,"reading, judgment, foresight"
スープ,スープ,"soup, broth"
タイプライター,タイプライター,typewriter
レコード,レコード,record
似ている,にている,"look like, resemble"
どんどん,どんどん,knock
親切,しんせつ,"kind, friendly"
店員,てんいん,"clerk, salesperson"
会話,かいわ,conversation
不親切,ふしんせつ,"unkind, inattentive"
人々,ひとびと,people
家族,かぞく,"family, household"
万歳,ばんざい,Banzai! Hurrah! Long live...!
長女,ちょうじょ,eldest daughter
姉さん,ねえさん,"older sister, girl, miss"
高校,こうこう,high school
入学,にゅうがく,"enter a school, matriculate"
おしゃべり,おしゃべり,"chatter, talkative"
チョコレート,チョコレート,chocolate
二十歳,はたち,20 years old
数学,すうがく,mathematics
ゴルフ,ゴルフ,golf
アルバイト,アルバイト,"casual job, student job, part-time job"
バイク,バイク,"motorbike, motor cycle"
コーラ,コーラ,"cola, coke"
二階,にかい,"second floor, upstairs"
兄さん,にいさん,older brother
アイスクリーム,アイスクリーム,ice cream
安全,あんぜん,"safety, security"
合格,ごうかく,"passing an examination, eligibility"
